OTU_219	KY230785	2042015	233	4.09e-57	99.225	100
OTU_219	EF023225	404756	233	4.09e-57	99.225	100
OTU_219	KY230760	2042014	222	8.85e-54	97.674	100
OTU_219	KY230720	2041970	222	8.85e-54	97.674	100
OTU_219	EU740589	100272	217	4.12e-52	96.899	100
OTU_219	EF023333	404758	211	1.92e-50	96.825	98
OTU_219	EF023325	404756	211	1.92e-50	96.825	98
OTU_219	EF023134	404756	211	1.92e-50	96.825	98
OTU_219	KY230731	2041947	200	4.15e-47	94.574	100
OTU_219	EU740497	100272	189	8.97e-44	95.082	94
OTU_219	DQ016556	332371	189	8.97e-44	95.726	91
OTU_219	KY230747	928250	178	1.94e-40	91.473	100
OTU_219	AY338691	240910	178	1.94e-40	91.473	100
OTU_219	KY230762	2041935	172	9.04e-39	90.698	100
OTU_219	KY230759	187684	172	9.04e-39	90.698	100
OTU_219	KY230724	187611	172	9.04e-39	90.698	100
OTU_219	KY230719	187684	172	9.04e-39	90.698	100
OTU_219	FJ610762	100272	172	9.04e-39	90.698	100
OTU_219	AF005452	50589	172	9.04e-39	90.698	100
OTU_219	AY555519	48717	172	9.04e-39	90.698	100
OTU_219	KT799628	1840514	169	1.17e-37	97.938	75
OTU_219	KY230796	2042020	167	4.20e-37	89.922	100
OTU_219	KY230761	2041960	167	4.20e-37	89.922	100
OTU_219	KY230727	1725396	167	4.20e-37	89.922	100
OTU_219	EU740617	100272	167	4.20e-37	89.922	100
OTU_232	JN049673	554024	239	8.79e-59	100.000	100
OTU_232	AY878390	310964	207	2.48e-49	95.420	100
OTU_232	AY878394	310960	195	1.93e-45	93.893	100
OTU_232	MK087062	2483306	187	3.23e-43	93.077	100
OTU_232	JN049681	554024	187	3.23e-43	93.077	100
OTU_232	AY284681	293718	187	3.23e-43	97.273	84
OTU_232	AJ567385	227884	187	3.23e-43	93.023	100
OTU_232	DQ285636	310959	182	1.50e-41	92.308	100
OTU_232	JN049672	554024	180	5.40e-41	91.538	100
OTU_232	FJ717462	591453	178	1.94e-40	91.603	100
OTU_232	FJ717460	242824	178	1.94e-40	91.603	100
OTU_232	FJ717459	619704	178	1.94e-40	91.603	100
OTU_232	FJ717458	619703	178	1.94e-40	91.603	100
OTU_232	FJ717457	619702	178	1.94e-40	91.603	100
OTU_232	EU543176	310956	178	1.94e-40	91.603	100
OTU_232	AY878397	227884	178	1.94e-40	91.603	100
OTU_232	AY878396	310962	178	1.94e-40	91.603	100
OTU_232	AY878391	310955	178	1.94e-40	91.603	100
OTU_232	U81579	55785	178	1.94e-40	91.603	100
OTU_232	AY878392	310958	176	6.99e-40	91.538	100
OTU_232	KC522712	310960	167	4.20e-37	92.437	90
OTU_232	FJ717461	591447	167	4.20e-37	90.076	100
OTU_232	AY878395	55785	167	4.20e-37	90.076	100
OTU_232	DQ275363	357918	167	4.20e-37	90.152	99
OTU_232	KC522715	1325426	161	1.96e-35	91.667	90
OTU_1611	KY791302	1982803	211	1.92e-50	96.124	100
OTU_1611	KY791283	1982862	211	1.92e-50	96.124	100
OTU_1611	KY791282	1982990	211	1.92e-50	96.124	100
OTU_1611	KY791280	1983028	211	1.92e-50	96.124	100
OTU_1611	KY791277	1983000	211	1.92e-50	96.124	100
OTU_1611	KY791277	1983018	211	1.92e-50	96.124	100
OTU_1611	KY791277	1983033	211	1.92e-50	96.124	100
OTU_1611	KY791274	1983026	211	1.92e-50	96.124	100
OTU_1611	KY791274	1983035	211	1.92e-50	96.124	100
OTU_1611	KY791271	1983019	211	1.92e-50	96.124	100
OTU_1611	KY791269	1982994	211	1.92e-50	96.124	100
OTU_1611	KY791266	1982821	211	1.92e-50	96.124	100
OTU_1611	KY791265	1982815	211	1.92e-50	96.124	100
OTU_1611	KY791260	1982995	211	1.92e-50	96.124	100
OTU_1611	KY791260	1982996	211	1.92e-50	96.124	100
OTU_1611	KY791260	1983015	211	1.92e-50	96.124	100
OTU_1611	KY791260	1983016	211	1.92e-50	96.124	100
OTU_1611	KY791256	1982788	211	1.92e-50	96.124	100
OTU_1611	KY791207	1982834	211	1.92e-50	96.124	100
OTU_1611	KT302234	1766216	211	1.92e-50	96.124	100
OTU_1611	MZ160148	2834963	211	1.92e-50	96.124	100
OTU_1611	MZ160147	2834963	211	1.92e-50	96.124	100
OTU_1611	MZ160146	2834962	211	1.92e-50	96.124	100
OTU_1611	MZ160145	2834962	211	1.92e-50	96.124	100
OTU_1611	MZ160144	2834962	211	1.92e-50	96.124	100
OTU_1611	MZ160140	2834959	211	1.92e-50	96.124	100
OTU_1611	MZ160135	1917750	211	1.92e-50	96.124	100
OTU_1611	MZ160134	2834954	211	1.92e-50	96.124	100
OTU_1611	MZ160133	2834954	211	1.92e-50	96.124	100
OTU_1611	MZ160131	2834953	211	1.92e-50	96.124	100
OTU_1611	MZ160128	2834952	211	1.92e-50	96.124	100
OTU_575	MW306052	1979794	206	8.91e-49	95.349	100
OTU_575	HM536151	1043723	206	8.91e-49	95.349	100
OTU_575	AB616675	986733	206	8.91e-49	95.349	100
OTU_575	FJ790711	686735	206	8.91e-49	95.349	100
OTU_575	FJ790710	686734	206	8.91e-49	95.349	100
OTU_575	EF024268	404737	206	8.91e-49	95.349	100
OTU_575	EF024692	404737	206	8.91e-49	95.349	100
OTU_575	EF024104	404740	206	8.91e-49	95.349	100
OTU_575	EF024499	404740	206	8.91e-49	95.349	100
OTU_575	EF024494	404740	206	8.91e-49	95.349	100
OTU_575	EF024403	404740	206	8.91e-49	95.349	100
OTU_575	EF024251	404737	206	8.91e-49	95.349	100
OTU_575	MG775587	1979794	200	4.15e-47	94.574	100
OTU_575	HM536149	1043721	200	4.15e-47	94.574	100
OTU_575	HM536148	1043720	200	4.15e-47	94.574	100
OTU_575	HM536147	1043726	200	4.15e-47	94.574	100
OTU_575	FJ790695	686719	200	4.15e-47	94.574	100
OTU_575	EF455759	439943	200	4.15e-47	94.574	100
OTU_575	AY965869	328352	200	4.15e-47	94.574	100
OTU_575	AY965868	328351	200	4.15e-47	94.574	100
OTU_575	AF411266	188954	200	4.15e-47	94.574	100
